CASE_ID,GPS_NAC_ADOPTER,SURVEY_SOURCE,HOME,STATE,AGE_BINNED,EDUC_BINNED,F1,F2,TRIG1,TRIG3,TRIG2,TRIG4,N1,N2,N3,F3,F4,CIJM1,CIJM2,CIJM3,CNS1,CNS2,CNS4,VB1,VB2,VB3,VA1,VA2,VA3,VT1,VT2,VT3,VE1,VE2,VE4,VO1,VO2,VO3,PN1,PN2,PN3,E2,BTE7,BB1,BB2,BB3,BTE8,BE13,BE10,Co3,BE11,M3,BO15,BTE9,PBC7,PBC9,M2,PBC3,M4,PBC5,M1,Tru5,Tr1,Tr2,Tr3,Dep1,Dep2,Dep3,M6,Suit1,Suit2,O3,SN1,SN4,SN5,DV1,DV2,DV3,DV4,DV7,INT_Q1,INT_Q2,INT_Q3,INT_Q4,INT_Q5,INT_Q6,INT_Q7,TR_GOV,TR_COMP,TR_TRADE,TR_UTIL,TR_ONLINE,TR_FRFAM,TR_NEIGHB,TR_ENVORG,TR_UNIV,INV_NEIGHFR,INV_PARTY,INV_ONLINECUST,INV_ONLINEVIDEO,INV_REVIEWS,INV_FACEBK,INV_GOVTWEB,WINTER_NOPV_BINNED,SUMMER_NOPV_BINNED,BILLS,POWER,STANCE,SOCIAL,ECON,CITYYRS_BINNED,HMYRS_1_TEXT,SQFT_BINNED,GENDER,PEOPLE_TOT_3PLUS,HAVE_KIDS,EMPLOY_1,EMPLOY_2,EMPLOY_5,RETIRED,FINANCIAL,INCOME_BINNED
54,1,1,1,3,2,2,0,1,0,0,0,0,1,0,1,1,0,3,3,4,2,2,3,2,3,2,2,2,2,4,3,3,3,3,3,2,4,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,2,2,2,2,2,3,3,4,2,4,2,4,2,3,2,3,2,1,2,2,3,1,3,4,4,3,4,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,3,4,4,3,3,3,3,3,2,2,3,3,2,3,96,96,5,30,2,0,0,0,1,0,0,0,3,4
55,1,1,1,4,2,2,1,1,0,1,1,1,1,0,0,0,0,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,3,3,2,2,4,4,4,98,4,3,3,3,4,98,2,4,4,4,2,4,4,4,4,4,4,98,4,4,2,98,2,3,2,3,2,4,4,2,3,2,3,2,3,1,3,2,3,1,2,1,1,2,3,3,1,1,3,1,2,2,2,2,1,9,6,4,2,4,4,5,5,30,2,0,1,1,1,0,0,0,2,3
56,1,1,1,4,1,2,0,0,0,1,1,1,1,0,0,1,0,3,3,4,4,3,4,3,3,3,4,3,2,5,5,3,4,3,4,4,5,4,3,2,3,1,3,3,1,2,3,2,3,3,3,1,4,4,5,3,5,4,4,4,3,5,3,4,4,3,4,5,1,2,3,2,3,4,3,2,2,2,4,2,3,3,2,2,3,2,2,3,3,2,3,3,5,4,2,3,2,2,2,1,2,2,1,6,7,3,3,5,5,5,8,20,3,1,0,0,0,0,0,1,2,2
57,1,1,1,4,4,4,1,0,0,1,1,1,0,1,0,1,0,4,4,3,1,1,1,3,3,2,5,3,5,2,5,3,1,3,3,2,2,3,4,3,3,4,1,2,3,3,2,3,3,1,3,4,3,3,1,4,2,4,3,3,2,5,5,5,4,3,4,3,1,1,1,1,98,1,98,4,4,2,3,1,1,2,1,2,2,1,2,3,2,2,2,3,3,2,3,4,3,1,2,2,3,1,2,5,5,3,1,90,96,96,6,15,2,0,0,0,0,0,0,1,1,95
58,1,1,1,3,4,3,1,1,1,1,1,1,1,1,1,1,0,4,4,3,2,2,2,4,4,3,3,2,3,4,4,4,2,3,3,3,2,3,4,4,4,4,3,4,4,4,4,3,3,4,3,2,2,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,2,2,1,2,3,2,3,4,4,4,4,3,4,4,4,4,4,4,4,3,2,2,2,3,3,4,2,3,5,5,3,1,3,1,2,3,6,3,2,2,2,4,4,10,2,0,0,0,0,0,0,1,1,1
59,1,1,1,4,3,3,1,1,0,1,1,0,0,1,0,1,0,5,5,4,2,2,3,5,0,4,5,4,5,1,4,2,1,2,2,2,2,5,4,5,4,5,4,4,5,4,4,4,4,4,4,2,2,4,4,4,98,4,3,4,3,5,4,5,4,98,3,4,1,4,1,4,4,4,4,5,5,2,5,1,5,5,5,4,5,5,4,3,3,3,1,5,4,4,4,3,5,2,4,2,5,1,3,5,11,4,2,2,1,2,5,6,1,1,0,0,0,0,0,1,1,4
60,1,1,1,4,4,2,1,0,0,1,1,0,0,0,0,0,0,4,4,3,2,4,4,5,5,5,4,4,5,4,5,5,3,3,4,3,4,4,4,4,5,5,4,4,4,5,5,4,3,4,3,3,4,98,4,98,98,5,3,5,98,5,4,4,4,3,5,5,3,4,3,1,4,3,4,4,4,4,4,98,5,3,2,4,5,5,5,4,3,3,4,4,5,4,4,4,3,2,4,4,5,3,4,2,2,4,1,97,3,4,2,30,1,1,1,0,0,0,0,1,3,1
61,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,2,4,4,4,5,4,4,4,5,5,3,4,3,2,2,2,4,4,4,5,98,98,98,98,4,5,3,98,5,98,3,98,5,98,98,98,3,98,3,3,4,4,4,98,3,98,2,2,2,2,4,2,4,2,2,1,2,1,2,1,1,1,2,2,1,4,3,3,3,4,5,4,4,4,3,1,2,3,2,2,2,6,7,2,2,4,4,4,7,1,3,1,,99,0,0,0,1,1,4
62,1,1,2,4,4,1,0,0,0,1,1,0,0,0,0,0,0,4,4,3,3,2,3,3,4,3,5,4,5,5,5,3,3,3,2,3,3,3,2,3,4,4,98,4,4,4,4,4,4,98,3,98,4,4,4,4,98,98,4,98,4,4,4,5,4,98,98,4,2,1,1,2,98,98,98,4,5,98,4,2,4,4,4,4,4,4,4,4,3,4,3,2,4,3,3,4,5,4,4,4,4,2,4,2,2,3,1,3,3,3,7,10,2,1,0,0,0,0,0,1,1,1
63,1,1,1,4,4,2,1,1,1,1,1,0,1,0,1,0,1,5,4,4,3,3,4,4,5,4,5,5,5,5,5,5,5,5,4,5,5,4,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,5,4,4,5,2,5,3,4,3,4,4,2,4,5,3,4,3,3,4,4,3,98,3,3,98,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,3,1,2,2,2,1,1,3,5,3,1,4,4,4,6,10,2,1,0,0,0,0,1,0,1,4
64,1,1,1,2,2,4,1,0,0,1,0,0,0,0,0,1,0,4,3,4,2,3,3,4,4,3,4,4,3,4,5,4,3,2,3,2,4,4,4,4,4,5,2,5,4,5,5,3,4,4,2,2,4,3,5,2,3,4,4,3,4,4,4,4,3,4,3,2,3,2,3,1,3,2,4,5,5,4,3,1,2,3,2,4,5,4,5,2,3,3,1,4,4,4,3,2,4,2,3,2,3,1,4,3,5,4,2,3,2,4,2,5,4,0,0,0,1,0,0,0,1,5
65,1,1,1,4,1,2,1,1,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,4,4,5,3,4,5,4,3,3,3,4,4,3,4,3,4,4,4,5,4,4,4,5,3,5,3,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,2,2,2,4,4,4,3,3,3,3,4,3,3,3,4,4,4,4,4,4,4,4,5,3,2,1,4,3,4,7,20,1,1,0,0,0,0,1,0,3,2
66,1,1,1,2,4,1,0,0,0,1,1,1,0,0,0,0,0,4,4,4,3,3,3,4,3,3,5,4,4,4,5,4,2,3,3,2,4,3,2,3,3,4,4,5,2,4,4,5,5,4,5,1,3,2,3,2,2,3,4,4,4,3,4,4,4,2,3,3,2,1,2,2,3,2,4,4,4,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,6,6,4,3,3,3,3,6,20,1,0,0,0,0,0,0,1,2,2
67,1,1,1,1,1,2,0,1,0,1,0,1,1,0,0,0,0,5,4,3,4,4,4,5,4,4,3,4,4,5,4,3,5,3,2,4,4,4,3,2,5,2,3,2,1,3,4,4,4,3,3,3,3,2,4,3,3,3,4,4,4,4,4,3,4,4,4,4,5,3,3,4,4,4,5,3,4,4,4,3,4,5,4,4,5,4,4,3,4,4,5,5,5,4,4,3,4,3,3,3,4,3,4,5,7,3,2,4,4,4,1,10,4,0,0,0,0,1,0,0,2,1
68,1,1,1,4,2,2,1,0,0,1,1,0,0,1,0,1,0,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,3,4,3,5,5,4,3,3,3,3,4,4,2,4,4,3,4,4,4,3,2,2,2,3,3,4,3,3,4,4,3,4,4,3,3,3,1,2,1,1,3,2,4,4,4,4,3,3,4,4,4,1,5,5,5,2,3,3,3,4,5,5,4,4,5,2,4,4,4,3,3,4,5,2,2,4,4,4,5,5,2,0,0,0,1,0,0,0,1,2
69,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,3,4,3,4,3,3,5,5,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,3,2,3,98,98,4,3,98,3,4,4,4,4,98,3,3,5,3,5,3,3,2,4,3,4,3,2,1,3,1,2,1,2,2,2,2,2,2,2,2,4,3,2,2,5,1,2,2,4,2,2,3,3,4,1,3,96,4,8,30,1,1,0,0,0,0,0,1,1,95
70,1,1,1,4,1,4,1,1,1,1,0,0,1,1,1,0,0,4,4,3,3,3,4,5,5,5,5,5,5,5,5,4,2,4,3,4,4,4,5,5,4,5,4,5,5,4,5,5,5,4,4,2,2,2,3,2,2,3,3,3,2,4,3,4,3,4,2,3,3,3,3,2,3,2,4,4,4,4,5,4,4,4,4,4,4,4,4,2,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,5,1,1,1,2,30,4,1,1,1,1,0,0,0,1,3
71,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,0,0,4,4,4,2,2,3,5,5,3,5,5,5,5,5,5,5,3,2,3,4,4,4,4,2,5,98,4,5,5,2,2,2,5,5,1,2,1,3,3,5,5,5,5,5,5,5,5,3,3,5,5,1,1,1,2,4,2,4,4,4,3,5,2,5,5,5,5,5,5,5,3,2,3,1,4,4,4,2,4,5,4,5,3,5,1,3,7,7,4,2,3,2,3,2,6,3,0,1,0,0,0,0,0,4,1
72,1,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,4,1,3,1,1,1,3,1,1,3,3,1,2,5,3,2,1,3,1,3,2,1,1,1,1,2,1,1,3,1,3,4,3,3,4,2,3,3,5,1,5,3,5,3,5,1,1,4,2,5,4,2,2,4,1,3,1,3,3,2,4,3,1,3,3,1,4,4,1,3,1,2,1,1,3,4,3,1,2,1,1,3,1,3,1,1,5,4,3,2,90,98,98,3,20,1,0,1,1,1,0,0,0,3,3
73,1,1,1,1,2,4,1,1,0,1,0,0,0,0,0,0,0,3,3,3,3,2,3,1,1,1,3,2,3,3,3,1,4,1,4,3,3,3,1,2,1,3,5,4,3,5,5,5,5,5,5,2,2,2,3,3,3,5,3,5,3,5,5,5,5,4,4,4,1,1,1,1,3,3,3,5,5,3,5,1,4,1,3,3,4,1,4,2,1,2,2,1,4,4,1,3,5,3,3,2,1,1,1,5,7,3,1,3,98,4,7,5,4,0,0,0,1,0,0,0,3,2
74,1,1,1,1,1,4,1,1,1,1,1,0,1,1,0,0,1,4,4,4,5,5,4,4,5,4,5,5,5,5,5,2,4,3,3,4,5,5,3,4,3,4,98,4,98,4,98,98,4,98,98,4,2,3,4,98,98,4,98,4,3,5,98,5,2,98,4,5,98,5,4,1,5,1,4,5,5,4,5,98,2,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,4,2,5,5,2,5,5,6,3,3,5,97,98,98,1,5,1,1,0,0,1,0,0,0,3,1
75,1,1,1,2,1,3,1,1,1,1,1,0,1,1,1,0,1,3,3,3,3,3,3,1,0,1,5,2,5,5,5,5,3,2,3,3,3,3,1,1,1,1,98,1,1,1,98,98,98,98,3,3,3,98,3,4,4,4,3,3,3,5,4,5,4,3,5,5,2,2,3,1,3,2,3,4,4,3,3,3,3,1,1,2,4,1,4,2,1,1,2,2,4,3,1,1,3,1,2,1,1,1,1,6,8,5,4,4,4,4,2,10,3,1,1,1,0,1,0,0,3,3
76,1,1,1,4,2,1,1,0,0,1,0,0,0,0,0,0,0,4,4,3,2,2,2,2,2,1,5,0,4,5,5,3,3,3,4,3,4,3,2,3,3,2,2,1,2,2,3,2,3,2,1,3,3,3,3,4,3,4,4,2,4,4,3,3,4,3,4,4,3,3,3,3,2,2,3,4,4,3,3,1,2,1,1,1,2,1,2,1,1,1,2,2,3,2,1,1,2,1,1,1,1,1,1,3,3,3,1,5,5,5,5,5,1,0,0,0,1,0,0,0,1,5
77,1,1,1,3,2,4,0,0,0,0,0,0,0,1,0,0,0,2,2,3,1,1,2,4,4,4,5,5,5,4,4,4,3,2,2,4,4,4,3,3,4,4,3,4,3,4,3,3,2,3,3,2,3,2,4,4,3,3,4,4,3,2,3,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,2,2,2,2,2,2,3,2,2,3,2,1,2,1,1,1,1,4,2,3,2,2,1,2,7,20,2,1,0,0,1,0,0,0,1,3
78,1,1,1,2,3,2,0,1,0,1,1,1,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,0,2,0,5,5,5,4,4,4,5,4,4,4,4,4,4,4,3,4,2,1,2,5,3,98,4,4,2,3,4,4,4,4,4,2,3,1,3,1,1,4,1,4,5,5,5,5,3,5,5,5,5,5,5,5,3,3,3,2,3,3,3,4,4,5,5,4,4,4,4,4,4,6,5,1,3,3,4,5,2,2,0,0,0,1,0,0,0,3,2
79,1,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,5,5,3,4,4,5,5,5,3,5,4,4,3,5,4,1,2,4,1,5,5,2,4,2,5,3,4,2,4,3,3,4,3,2,2,2,1,5,5,2,3,3,3,3,4,4,5,4,3,5,3,1,1,1,1,3,1,5,5,5,1,2,1,4,1,4,3,4,5,4,4,2,3,4,2,5,5,3,3,5,1,1,1,1,1,3,4,4,3,1,97,96,96,3,0,1,1,1,1,0,0,1,0,1,4
80,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,3,2,3,3,5,5,3,5,5,5,5,5,4,2,2,2,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,7,6,4,3,4,4,4,1,1,4,1,1,1,0,0,1,0,3,1
81,1,1,1,4,2,2,1,0,1,1,1,1,0,0,1,0,0,5,4,4,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,98,98,4,98,98,98,98,4,98,98,98,98,98,98,98,98,4,5,5,5,98,5,98,98,98,98,5,98,98,5,98,98,98,98,98,98,98,98,98,98,98,98,3,3,3,3,3,3,3,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,5,5,3,1,97,98,98,3,30,3,1,,99,0,0,1,0,3,1
82,1,1,1,2,1,3,1,1,1,1,1,0,1,1,1,0,0,2,3,3,5,4,5,5,4,4,5,4,4,4,5,3,1,1,3,4,3,4,4,4,4,5,4,4,4,5,5,4,4,4,4,2,1,1,1,2,2,2,2,1,2,4,2,4,3,4,4,4,2,2,2,1,4,2,5,4,4,4,5,4,5,4,5,4,5,4,4,3,3,4,3,3,4,3,4,4,5,3,5,5,5,4,4,9,11,4,3,4,5,4,5,12,4,1,1,1,1,0,0,0,1,5
83,1,1,1,4,4,4,1,0,0,1,1,1,0,0,0,1,0,3,4,4,1,1,3,2,3,3,4,3,4,5,5,5,4,4,2,4,4,4,1,1,3,1,1,1,1,1,3,1,3,1,1,1,2,3,98,98,98,98,98,98,3,5,5,5,5,98,5,98,1,1,1,1,3,1,3,4,4,2,1,1,2,2,1,1,3,2,3,1,1,1,3,2,4,3,1,1,5,3,3,3,4,1,1,4,4,3,3,5,5,5,3,15,2,0,0,0,0,0,0,1,1,95
84,1,1,1,3,2,4,1,1,0,1,0,0,0,0,0,1,1,4,4,3,2,2,3,4,4,5,5,3,3,3,3,3,2,1,3,4,4,5,3,4,3,5,4,5,98,4,4,4,5,4,4,1,2,1,4,98,98,5,98,4,2,98,2,3,4,98,3,4,2,5,2,1,98,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,5,5,5,5,4,1,2,5,4,3,1,2,3,3,4,3,2,2,2,3,5,2,1,0,0,1,0,0,0,3,1
85,1,1,1,1,4,3,1,0,0,1,1,1,0,0,0,1,0,3,3,3,4,4,4,4,4,3,5,4,4,5,5,4,3,4,4,5,5,5,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,3,2,3,2,3,4,4,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,4,9,3,1,3,96,96,6,20,4,1,0,0,0,0,0,1,1,4
86,1,1,1,1,3,1,1,0,1,1,0,0,1,1,0,0,0,3,3,3,2,2,2,2,2,2,3,2,2,3,4,3,3,2,2,3,4,4,2,2,1,1,3,2,1,3,3,3,3,2,3,3,3,2,4,3,3,3,3,3,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,1,3,1,2,2,2,2,2,2,1,1,3,3,2,2,3,1,1,5,5,3,2,4,4,4,5,10,2,0,1,0,0,0,0,1,1,3
87,1,1,1,2,4,2,1,0,0,1,1,1,0,0,0,1,0,3,4,4,3,3,3,3,2,2,4,3,4,4,4,3,2,3,2,2,3,3,3,3,4,3,4,3,2,4,3,3,3,4,3,3,3,4,4,5,3,5,5,5,5,5,5,4,3,3,5,4,3,3,3,4,2,4,2,4,4,3,2,1,3,2,2,3,3,2,3,3,1,2,2,3,3,3,2,3,3,1,2,2,1,1,1,6,5,4,1,5,4,4,8,10,1,0,1,0,0,0,0,1,3,2
88,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,3,4,3,5,5,4,4,5,4,5,4,5,5,5,4,4,4,4,4,2,1,1,2,3,3,4,2,2,2,2,4,4,3,4,2,2,1,2,1,1,4,1,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,1,4,4,4,4,4,5,5,5,4,4,3,3,8,8,2,3,1,1,1,3,25,2,0,0,0,1,0,0,0,1,4
89,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,3,4,4,2,2,2,3,3,3,4,2,4,5,5,3,3,2,1,2,3,2,3,3,3,3,4,4,98,4,4,3,4,2,4,2,2,2,1,3,98,4,4,5,3,4,4,4,4,3,3,4,1,1,1,1,3,5,5,1,4,2,2,1,2,1,1,2,2,2,2,3,3,3,3,3,5,4,3,3,5,1,2,2,3,1,2,2,2,3,1,3,3,3,1,50,1,1,1,0,0,1,0,0,2,1
90,1,1,1,2,4,2,1,1,1,0,0,1,0,1,0,0,0,2,2,2,4,3,3,5,4,4,5,5,5,5,5,5,1,5,1,5,3,4,5,5,5,5,1,5,5,5,5,4,5,4,3,1,1,1,5,3,98,5,3,5,3,5,1,5,5,5,4,5,1,1,1,1,5,1,5,5,5,5,5,1,4,4,4,4,4,4,4,4,1,1,1,2,5,4,5,5,4,4,2,2,4,1,4,4,7,5,2,3,2,3,7,20,3,0,1,0,0,0,0,1,2,95
91,1,1,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,3,3,1,5,1,1,5,5,3,3,3,4,3,3,1,2,3,4,3,4,2,2,3,3,2,3,3,2,3,4,2,5,98,98,3,98,98,98,4,3,3,4,98,4,4,2,2,2,2,98,2,98,2,2,2,2,2,1,1,1,1,2,1,2,1,2,3,3,4,4,4,3,3,5,3,5,4,3,3,3,6,8,3,2,90,98,98,3,1,4,1,0,0,1,0,0,0,1,95
92,1,1,1,3,4,3,0,0,1,1,1,1,0,0,1,0,0,4,5,3,2,2,2,3,2,2,4,4,3,4,4,3,3,3,3,1,2,1,3,3,4,4,4,98,98,4,4,98,4,98,98,98,98,98,4,98,98,98,98,98,98,4,3,4,3,98,3,4,1,1,1,98,98,98,1,4,3,2,2,1,1,1,1,1,2,1,2,4,3,3,3,1,4,4,2,3,4,2,1,1,2,1,3,4,10,3,1,3,2,3,8,5,4,0,1,0,0,0,0,1,1,95
93,1,1,1,1,4,3,1,0,0,1,0,1,0,0,0,0,0,3,4,3,2,2,4,4,3,3,5,2,2,3,5,3,3,2,4,2,2,2,4,4,4,5,4,4,4,4,4,3,3,3,2,4,4,4,5,5,4,4,98,4,4,5,5,5,5,3,4,4,2,2,2,4,4,4,3,3,4,4,3,2,4,5,4,4,4,4,4,2,1,1,2,2,3,3,2,2,4,4,4,4,4,4,4,6,9,3,2,4,4,4,3,15,4,0,0,0,0,0,0,1,1,5
94,1,1,1,4,3,1,0,1,0,0,0,0,1,0,0,1,0,5,5,4,5,4,4,5,5,3,4,3,4,5,5,5,3,3,2,5,4,5,3,4,4,3,4,4,4,4,4,4,4,4,5,2,1,2,4,3,3,3,4,4,3,2,4,4,3,5,2,2,1,98,3,1,98,1,98,5,4,5,5,98,5,4,3,5,5,5,5,3,3,3,3,2,4,4,4,3,4,4,5,5,5,5,5,6,5,4,2,3,3,3,1,1,1,1,0,0,0,0,0,0,3,1
95,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,3,3,2,5,4,4,4,5,4,1,1,1,1,1,1,1,1,4,2,4,2,1,3,4,2,2,2,3,3,1,4,1,4,3,5,3,5,3,4,4,5,4,2,5,5,1,1,1,1,4,1,4,5,4,2,2,1,4,2,2,1,3,2,5,1,1,1,1,4,4,4,1,1,5,1,5,2,4,1,3,5,6,2,2,5,5,5,4,20,1,1,1,1,0,0,1,0,3,1
96,1,1,1,4,2,2,1,1,1,1,0,1,1,0,1,0,0,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,4,4,4,2,2,3,4,98,98,4,3,5,3,4,3,4,4,98,2,2,1,1,1,2,3,2,4,4,4,4,3,3,2,2,3,3,4,3,3,1,2,2,1,2,4,2,1,2,4,2,3,3,3,3,2,5,11,4,2,4,4,3,7,4,3,0,1,0,1,0,0,0,3,3
97,1,1,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,2,2,3,2,3,3,4,4,4,4,4,4,3,3,2,2,2,3,4,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,2,2,2,2,3,3,4,3,4,2,4,3,2,3,3,2,3,2,4,2,2,3,2,4,4,4,4,4,2,3,4,4,3,4,3,5,3,3,3,1,3,3,2,3,4,3,2,5,4,4,4,4,4,5,4,1,2,2,2,2,15,1,0,1,1,0,0,1,0,2,4
98,1,1,1,2,2,4,1,1,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,5,5,5,5,4,4,5,5,5,4,4,4,5,4,5,4,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,98,98,4,98,4,98,4,4,4,5,98,3,3,1,1,1,1,98,1,5,5,5,4,5,98,5,4,4,4,4,4,5,1,3,3,3,4,4,4,4,4,5,3,5,5,4,4,4,7,9,3,3,97,96,4,5,15,3,1,1,1,1,0,0,0,1,5
99,1,1,1,1,3,4,1,1,0,0,0,1,1,1,0,1,0,4,4,4,4,3,4,5,5,4,5,3,5,5,5,4,3,3,3,3,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,2,1,3,3,3,4,4,3,2,3,4,4,5,4,3,3,5,1,2,2,1,3,1,3,4,5,4,3,3,4,5,4,5,4,4,5,3,2,2,3,4,5,4,3,4,4,4,5,5,3,2,2,2,8,4,4,97,98,98,4,10,3,0,1,1,1,0,0,0,2,3
100,1,1,1,3,1,1,0,1,1,1,1,0,1,1,1,1,0,4,5,3,3,3,3,3,4,2,2,3,4,5,5,5,4,4,3,2,5,3,2,3,4,4,2,4,4,4,4,4,4,3,3,3,4,2,1,3,98,4,3,4,5,1,4,3,5,3,2,4,2,2,2,1,4,2,5,4,4,4,4,3,5,5,3,4,4,3,4,1,2,2,2,2,4,2,2,3,4,4,3,3,3,2,4,,,4,1,2,4,3,6,15,2,0,1,1,1,0,0,0,3,1
101,1,1,1,2,3,1,0,1,0,1,0,0,0,0,0,0,0,5,5,4,4,4,4,5,5,4,5,5,5,5,5,4,2,4,3,4,3,4,4,5,5,5,98,98,3,4,98,98,98,3,3,98,3,98,98,98,98,4,98,98,98,5,5,5,4,98,4,5,98,2,2,3,98,98,3,3,4,3,3,98,5,3,3,2,5,5,5,2,2,2,2,4,4,4,3,3,5,5,5,5,5,3,5,4,3,3,3,3,3,3,8,20,1,1,0,0,1,0,0,0,3,1
102,1,1,1,3,4,2,1,1,0,1,0,1,0,1,0,0,0,2,4,3,2,3,2,5,5,5,5,5,5,5,5,4,3,2,3,2,4,4,3,4,4,5,3,4,4,4,3,2,3,3,2,3,4,3,5,98,3,5,4,5,4,5,5,5,3,3,5,4,2,2,2,2,4,1,4,4,4,98,4,98,3,3,3,3,4,4,4,2,2,1,1,2,4,3,3,3,3,3,2,2,2,2,2,4,7,3,2,2,1,2,2,7,1,0,0,0,0,0,0,1,3,1
103,1,1,1,1,2,1,0,0,0,1,1,0,0,1,0,0,1,4,4,4,2,2,2,3,3,2,3,3,3,5,4,3,3,3,1,3,4,2,5,1,4,1,98,4,1,4,4,4,4,4,98,98,1,1,1,5,4,5,98,5,98,5,5,5,5,98,5,5,1,1,1,2,3,2,3,5,5,3,2,2,5,5,4,4,5,4,5,1,1,3,1,5,5,5,1,3,5,2,5,5,4,4,1,6,9,5,3,4,4,4,6,45,3,1,1,0,0,1,0,0,4,3
104,1,1,1,4,1,1,0,1,0,1,1,0,0,0,1,1,1,4,3,4,3,3,3,3,3,3,3,3,4,3,5,3,1,4,2,2,2,2,4,4,3,2,98,4,4,4,5,3,4,4,4,3,1,3,1,4,98,4,2,2,2,4,2,5,2,4,3,4,1,1,1,1,3,1,5,4,5,4,4,3,3,3,2,2,4,3,3,2,2,1,1,3,4,3,1,2,2,1,5,2,4,1,1,5,5,4,1,90,3,96,3,50,3,0,1,1,1,0,0,0,2,3
105,1,1,1,1,2,1,1,1,0,0,0,1,0,0,0,0,0,3,3,3,2,2,1,2,2,2,4,4,4,4,4,3,1,1,3,1,3,2,2,1,1,2,3,3,3,4,3,3,5,5,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,2,2,2,1,3,3,3,5,5,4,4,1,4,3,3,3,4,1,4,4,1,2,3,3,4,4,2,1,2,2,3,2,3,3,3,5,6,2,1,97,96,98,8,20,2,1,1,1,0,0,1,0,2,95
106,1,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,2,2,2,3,2,3,4,4,2,5,4,4,3,4,4,1,2,1,2,2,2,3,4,3,5,4,98,98,3,4,98,98,98,98,3,4,98,3,4,98,98,98,4,3,4,3,3,4,98,4,3,3,3,3,2,98,2,4,2,3,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,3,6,6,2,3,2,2,3,6,10,1,1,1,0,0,0,1,0,2,2
